timestamp_utc,upload_id,decision,predicted_code,predicted_species,true_code,true_species,notes
2026-05-17T19:43:27,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:27,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:27,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:27,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:27,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:27,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:28,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:28,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:28,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:28,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:28,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:28,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:29,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:29,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:29,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:29,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:29,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:29,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:30,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:30,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:30,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:30,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:30,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:31,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:31,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:31,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:31,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:31,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:31,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:32,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:32,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:32,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:32,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:32,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:32,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:32,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:33,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:33,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:33,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:33,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:33,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:34,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:34,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:34,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:34,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:43:34,0faf7605,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:01,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:01,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:02,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:02,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:02,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:02,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:02,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:02,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:03,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:03,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:03,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:03,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:03,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:03,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:03,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:04,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:04,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:04,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:04,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:04,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:04,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:04,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:05,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:05,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:05,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:05,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:05,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:05,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:05,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:05,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:06,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:06,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:06,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:06,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:06,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:06,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:06,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:06,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:07,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:07,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:07,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:07,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:07,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:07,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:07,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:08,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:08,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:08,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:08,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:08,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:08,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:08,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:08,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:09,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:09,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:09,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:09,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:09,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:09,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:09,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:09,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:10,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:10,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:10,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:10,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:10,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:10,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:11,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:11,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:11,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:12,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:12,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:12,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:12,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:13,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:13,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:13,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:13,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:14,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
2026-05-17T19:44:14,e0909027,incorrect,AK,Falco_sparverius,,Elanoides_forficatus,
c488b280,2026-05-18T19:46:47.857482,Spizaetus_ornatus,Ornate Hawk-Eagle,Elanoides_forficatus,Swallow-tailed Kite,4.2
ad076d99,2026-05-18T21:23:36.765277,Spizaetus_ornatus,Ornate Hawk-Eagle,Elanoides_forficatus,Swallow-tailed Kite,4.2
